id,chat_history,sys_response,situation,emotion,question or not,behavior
21584,"['Im not sure if this has happened at a job you have had, but it gets me so annoyed when the boss keeps useless employees around just because they suck up to him', ""That's the worst, who's he keeping around?"", 'some guy that hides in the restroom , and does zero productivity']","No good, any idea what you're gonna do?",when my boss keeps lazy workers around,jealous,ask me for further details,[None]
21610,"['I forgot the make my credit card payment yesterday. I feel so bad because I told myself all day yesterday not to forget.', 'Was the due date yesterday?  Is the payment late now?', 'I think so. I am feel so guilty because the interest was so avoidable. I forget so many things all the time...']","Sometimes there is actually a grace period after the due date.  I've paid bills a couple of days late without a fee (not sure about credit card interest, though).",I forgot the make my credit card payment yesterday. I feel so bad because I told myself all day yesterday not to forget.,guilty,[None],[None]
21626,"['my friend delayed our lunch plans again.', ""Oh my, why can't they just set a time and commit to it?"", 'Tell me about it.  Some people just drive me crazy.']","I agree, you should talk to your friend to be more committed to the plans.",my friend delayed our lunch plans... again.  They can never make it anywhere on time.,annoyed,[None],please give me some advices.
21666,['I was jobless but recently I found a job. I will be able pay my bills and avoid be evicted from my appartment.'],wow that is awesome that you were able to do that,I was jobless but recently I found a job. I will be able pay my bills and avoid be evicted from my appartment.,grateful,[None],"I'm in a positive mood, please congratulate me and praise me."
21854,"['I am afraid of how the Nintendo Switch has been doing recently, a lot of games have been delayed or cancelled']","Oh, is that the newest? I haven't played on one since super nintendo!","I am afraid of how the Nintendo Switch has been doing recently, a lot of games have been delayed or cancelled",afraid,ask me for further details,[None]
21859,"[""I'm pretty irritated.  My flight has been delayed 7 hours!""]",oh man! i would also be irate. why the delay?,"My flight has been delayed 7 hours due to weather, I'm mad.",angry,ask me for further details,[None]
21864,"[""I'm so grateful for my wife, I honestly don't know where I would be if I didn't have her pushing me in my career."", ""That's really great that you have such a great partner like her!"", 'Yeah, I would probably be a lazy bum without her.']",I would be the same without my wife too!,"I'm so grateful for my wife, I honestly don't know where I would be if I didn't have her pushing me in my career.",grateful,[None],[None]
21944,['I have been really bad at work lately. Just plain lazy.'],Why have you been lazy?,I have been really slacking off at work. It getting bad.,guilty,ask me for further details,[None]
22154,"['I swear traffic is the worst in this city. I was almost in a car accident on the interstate going 80 MPH the other ady with my baby in the car.', ""Wow you too! It's crazy how many bad drivers there are."", 'I know for real she was literally right beside me, didnt even look once and just swerved right into my lane - luckily there was no one beside me because i had to swerve to avoid her hitting me it was intense.']",Well I'm glad you weren't hurt.,"when a car almost hit me, on the interstate.",furious,[None],"I'm in a positive mood, please congratulate me and praise me."
22276,"['My sister in law lived with us and she was so lazy, she slept in until five pm everyday on our couch with the curtains drawn and expect us to all just stay in the dark all day.']","Oh my gosh, that's so annoying! How did you deal with it?","My husband's sister lived with us, and she slept in all day. She was on our couch and would just lay there with the curtains drawn until like five o clock.",annoyed,ask me for further details,[None]
22700,"[""I'm upset that my husband is lazy"", 'Could there be a reason that he is?', ""I don't know it. But I want to change him and his behaviours""]",It must be frustrating! How are you gonna go about doing it?,I'm upset that my husband is lazy,sad,ask me for further details,"I'm in a negative mood, please comfort me."
22780,"['Its frustrating to get paid less than other people when you are doing their job', 'Wow, you are? How did you find out?', 'They were just being lazy, and the work had to get done, so I had to do it']","What do you do, if you don't mind me asking?","The other day at work, i kept having to do everyone elses just.  It was frustrating to do someone elses work for them",annoyed,ask me for further details,[None]
22831,"[""I wrote a paper for class that I really didn't put much effort into. I got the grade back yesterday. It was a C. I was satisified with these results."", 'i would have been fine with that grade too. are you doing well in the class?', 'Generally I am doing pretty well. I was just lazy that time.']",i can relate to that. all that matters is you passed,I recieved my paper back from class yesterday. I got a C on it. I didn't work very hard on that paper so I was satisfied with my grade.,content,[None],"I'm in a negative mood, please comfort me."
22908,['A man followed me as I was walking home last night. I walked really fast to avoid him catching up with me.'],That is really scary. Did he ever catch up with you?,A man was following me home last night. I had to walk really fast to avoid him catching up.,afraid,ask me for further details,"I'm in a negative mood, please comfort me."
22935,"['Despite leaving to work with enough time, the train was out of service and delayed for about 30 minutes', 'Really? why the delay?', 'Never found out. I ended up very late to work but at least my boss understoof']",So sorry about that,"Despite leaving to work with enough time, the train was out of service and delayed for about 30 minutes",annoyed,[None],"I'm in a negative mood, please comfort me."
23347,"['One day, I was to tired to mow the lawn.', 'I feel that way every day almost, Did you ever end up doing it?', 'No, my brother had to do it another even though we usually do it together.']",What made you so tired??,"I was too tired to mow the lawn and do garden work which me and my brother usually do together. As a result, he had to do it alone.",guilty,ask me for further details,[None]
23950,"[""I procrastinated and didn't do the dishes for a couple days now. I think fungus started to grow on some of the old food, so nasty!"", 'Oh no!  I bet you regretted that fast!', 'I had to hold my nose shut while doing the dishes.']",That sounds bad. It was probably harder to get off too,"I procrastinated and didn't do the dishes for a couple days now. I think fungus started to grow on some of the old food, so nasty!",disgusted,[None],"I'm in a negative mood, please comfort me."
24140,"['I went to the Grand Canyon for the first time during winter. It was breathtaking.', ""I've never been there. I think it would be intimidating."", 'No, I didnt go down. I just observed from a safe distance.', 'My dad and uncle actually went camping down there. You go with a guide and you set up camp in a few different places.', 'Thats sounds cool. Im more of an independent traveler. I try to avoid guides.']","Im the same, but I think in a place like the grand canyon, it's really dangerous to try to go down there alone.",I went to the Grand Canyon for the first time during winter. It was breathtaking.,joyful,[None],[None]
24262,"['I was supposed to take a flight tomorrow, but there is supposed to be a storm at the time', ""Oh that's terrible, getting delayed always annoys me"", 'Well I am more worry about not about the delay, but about flying with a storm around.']",Oh yes that sounds a little dangerous I wouldn't take that flight unless it was necessary.,"I was supposed to take a flight tomorrow, but I am not sure I want to do it since there is supposed to be a storm at the time.",apprehensive,[None],[None]
25281,"[""I didn't get the promotion I wanted, even though my boss said it was virtually guaranteed."", 'Oh no!  Did he give you a reason why?', ""Nope!  I think he's avoiding me.  I went through three different interviews over two months and he was positive about it the whole time.""]",That's terrible.  Have you said something to HR about this?,"I didn't get the promotion I was going for, even though my boss said it was virtually guaranteed.  I went through three different interviews over two months.",disappointed,ask me for further details,"I'm in a negative mood, please comfort me."
25295,"['One day, I was to tired to mow the lawn.']","I feel that way every day almost, Did you ever end up doing it?","I was too tired to mow the lawn and do garden work which me and my brother usually do together. As a result, he had to do it alone.",guilty,ask me for further details,[None]
25358,"[""I love who I am now.  But I'm livid at my older self, that guy was a deadbeat and I'd probably beat the crap out of him haha"", 'Im glad you made changes for the positive in your life.  You cant go back into the past, but you can keep moving forward', 'Yup agreed 100%']",What kind of changes have you made and why did you decide to make them?,"Looking back at my old self I'm actually livid at how stupid and lazy I was.  I'd probably beat the crap out of that guy, he was such a deadbeat",furious,ask me for further details,[None]
25390,"['I used to swim competitively when I was a kid. I started around 4th grade.', 'That is great.  Do you still swim?', 'No not anymore. I wish I did but I have gotten kind of lazy since those days.']","Well you can start slowly, I'm sure you will find your motivation again",swim competition,confident,[None],[None]
25477,"[""I'm really glad it's Sunday. Sundays are the one day I have off, and they're just lazy and slow and I'm lazy (and slow, ha) so it's my favorite time of the week."", ""Lucky for you! I'm at work right now! Haha!"", ""Oh, sorry! Didn't mean to gloat, hang in there buddy.""]","No, its fine! Enjoy your day off, I definitely would if I were you!",I love lazy Sundays. I'm off work and it's just a good time to relax.,content,[None],[None]
25735,"[""I sneezed on my coworker by accident yesterday! She was horrified and doesn't talk to me anymore."", 'Oh no! That is really embarrassing. Hopefully she can move on from it and you can laugh about it one day.', ""I hope so too! For now however it's awkward and embarrassing.""]",At least it wasn't something you did on purpose. I'm sure it will blow over!,I recently accidentally sneezed on my coworker at work. Her face was absolutely horrified and now she avoids me completely.,ashamed,[None],[None]
25896,"['Just avoided cheating on my girlfriend.', ""Whoa that's out of left field, how'd that happen."", ""i was at a party and this girl came up to me and tried to kiss me, I had to say no. I'm a faithful man."", 'Good for you! Are you going to tell your girlfriend about it?', 'I am I have too, she deserves to know.']",You are an honest man as well. I salute you! A rare breed indeed.,A girl tried to kiss me at party. I was already in a relationship at the time.,faithful,[None],"I'm in a positive mood, please congratulate me and praise me."
26297,"[""My two dogs got into a fight with each other, and now they're avoiding one another. They even drew blood on each other during the fight. They're usually good buddies, so it kind of bothers me that they did that""]",That is too bad. Are they getting along now.,"My two dogs got into a fight with each other, and now they're avoiding one another. They even drew blood on each other during the fight. They're usually good buddies, so it kind of bothers me that they did that.",sad,[None],"I'm in a negative mood, please comfort me."
26327,"['I sad with myself when I quit the basketball team. I thought I would do better', 'Why did you quit?', 'I was just lazy and wanted to hang out with my friends instead']",Can you try out again? OR have you moved on?,I was sad with myself when I quit the basketball team. I just thought I would last logner,disappointed,ask me for further details,[None]
26485,"[""My roommate wants to get a cat. But he's already irresponsible enough as it is, and can't clean up after himself. How can he clean up after a cat, too? But I don't want to be the person to say no.."", 'I think you will need to tell him how you feel about this. Otherwise you may end up taking more care of the cat than him.', ""Yeah, you're right. I'm not good at confrontation, however. But yeah, I've already decided I don't want to take care of the cat myself, so if he can't do it, then it shouldn't be here. I just think he's kind of childish in the sense that he'll assume he can do it just so he can have the cat in the beginning, but later on he will get lazy.""]",Yea it will be unfair for the cat too who may feel lonely and unloved. You should tell him to be more responsible before he can get a pet.,"My roommate wants to get a cat. But he's already irresponsible enough as it is, and can't clean up after himself. How can he clean up after a cat, too? But I don't want to be the person to say no...",apprehensive,[None],please give me some advices.
26500,"['I went to the Grand Canyon for the first time during winter. It was breathtaking.', ""I've never been there. I think it would be intimidating."", 'No, I didnt go down. I just observed from a safe distance.', 'My dad and uncle actually went camping down there. You go with a guide and you set up camp in a few different places.', 'Thats sounds cool. Im more of an independent traveler. I try to avoid guides.', ""Im the same, but I think in a place like the grand canyon, it's really dangerous to try to go down there alone."", 'I assumed people did it all the time. I guess it depends on how you get down there. I think there are easier paths.']","Yes, I know I wouldn't mind riding the donkey or mule down there.",I went to the Grand Canyon for the first time during winter. It was breathtaking.,joyful,[None],[None]
26558,"['I procrastinated on turning in a paper for a college class, and she ended up giving me a D for the course overall']",were you able to do any extra credit to bring up the grade?,"I procrastinated on turning in a paper for a college class, and she ended up giving me a D for the course overall.",disappointed,ask me for further details,[None]
26702,"['I felt so dumb when I realized the shirt I was wearing was inside-out. I bet so many people noticed.', 'Oh man that had to be embarrassing.  I know how you feel though b/c I once went to work with two different shoes on', 'I usually pay better attention to my clothing. I must have been really distracted that morning.']",Well it will probably never happen again so don't worry about it to much,I felt like such a tool when I realized that the shirt I was wearing was inside-out. I bet so many people noticed and laughed at me.,embarrassed,[None],"I'm in a negative mood, please comfort me."
26717,"['I am so impatient and ready overwhelmed all of it!', 'What are you overwhelmed by', 'Everything honestly, I am just so ready for my future to begin.']",I am sure it will begin soon,im so ready to see what the future holds,anxious,[None],[None]
26721,"['I was cut off today and crashed my car into a pole to avoid colliding with someone.', 'Oh no! Are you ok?', 'I am, just a little bit winded. Also very angry that the person just drove away like nothing happened!']",Yea i would be too! That is a horrible person.,I was cut off today and crashed my car to avoid colliding with someone.,angry,[None],[None]
26967,"[""I'm always envious of really beautiful girls, I wish I could look that way."", 'I am sure you are beautiful too!', ""Thanks but I really don't feel like it.""]",I wish you had a higher self-esteem.,"I'm always envious of really beautiful girls, I wish I could look like that",jealous,[None],"I'm in a positive mood, please congratulate me and praise me."
27008,['Just avoided cheating on my girlfriend.'],"Whoa that's out of left field, how'd that happen.",A girl tried to kiss me at party. I was already in a relationship at the time.,faithful,[None],[None]
27164,"['Job interviews are hard for me because I get so nervous beforehand.', ""Me too, I haven't really found a good strategy to avoid the nervousness to be honest."", 'Right! It is everything leading up to it that is the worst. The interview itself is never so bad.']","Yeah the more you think about it the more you let your expectations and imaginations put fear into you, guess we have to avoid doing that somehow.","I have a very hard time with job interviews. Every time I have one I get really nervous, and the closer I get to the interview the worse I feel.",anticipating,[None],"I'm in a negative mood, please comfort me."
27172,"[""Didn't get to exercise today. I feel like I'm lazy""]",You can still exercise now.,Didn't get to exercise today. I feel like I'm lazy.,disappointed,[None],"I'm in a positive mood, please congratulate me and praise me."
27366,"['A man followed me as I was walking home last night. I walked really fast to avoid him catching up with me.', 'That is really scary. Did he ever catch up with you?', 'No. I got home safe and sound.']",Thank goodness. Do you know who he was?,A man was following me home last night. I had to walk really fast to avoid him catching up.,afraid,ask me for further details,"I'm in a positive mood, please congratulate me and praise me."
27415,"[""I've been putting in a lot of work teaching my dog how to run an obstacle course. Yesterday he did amazing; he broke his old speed and wasn't distracted a single time while doing the course!"", 'hahaha you must be so proud! How long did it take you to teach him?', ""Right at two months, I'd say. Was hard work but totally fun at the same time!""]","Man, I'd love to see that!",I've been teaching my dog how to run an obstacle course and I think he finally has it down! He beat his old speed yesterday and had zero distractions.,proud,[None],[None]
27639,"[""I had to leave my dog at the vet overnight, so they can run some tests. She hasn't been eating much lately, and she's just been really lackadaisical and lazy. I don't think I'll be able to sleep tonight, knowing she's there in a weird environment, all alone""]","Aw, I'm sorry to hear that, is she getting up there in age?","I had to leave my dog at the vet overnight, so they can run some tests. She hasn't been eating much lately, and she's just been really lackadaisical and lazy. I don't think I'll be able to sleep tonight, knowing she's there in a weird environment, all alone.",terrified,ask me for further details,"I'm in a negative mood, please comfort me."
27762,"['The new Warcraft expansion comes out today.', ""Warcraft - that's an online role play game, right?"", 'Yes it is.  Its the most popular one of its type.', ""I'm afraid I avoid those games - too addictive. I'd never get anything else done! Presumably you play."", ""I've played on and off for a long time.   As far as entertainment for $ spent, its a great deal.""]",Hmm. Perhaps I should have a look then. I just have such an addictive personality - Hopeless!,The new WoW expansion comes out today.,joyful,[None],[None]
27819,"['i maxed out all my cards last christmas season, i am so dissapointed by myself', ""You're not alone I've got a bunch of debt to pay off"", 'Its a part of life no matter how you tried to avoid it']",For now I just sweep it under the rug and pretend like it doesn't exist. So after that point my life is pretty much perfect,"I maxed out my credit card last holiday season, i dont usually do that",disappointed,[None],[None]
27947,"['My grandma died last month and now we are sorting through her things.', ""Oh I'm so sorry to hear that."", 'It has been kind of fun going through all of her old family photo albums though.']",Well that's one nice thing to enjoy. That's sweet.,My grandma died last month and now we have been sorting through her things. She has so many old family photo albums. We get distracted going through them.,sentimental,[None],"I'm in a positive mood, please congratulate me and praise me."
28133,"[""I logged in too facebook, I do not very often and felt a bit sad that I don't talk to anyone anymore.""]",It is good to maintain that contact with people,"I logged in too facebook, I do not very often and felt a bit sad that I don't talk to anyone anymore. I have some really nice friends. I just don't feel like having people around anymore.",sentimental,[None],[None]
28266,"['I am seeing a lot of litter on the ground these days around my school... really chaps me.', ""Yeah that is pretty upsetting. I don't get what is so hard about throwing away your trash."", ""I know, right? People are just so lazy or don't care I guess.""]",Maybe the kids will see all of the trash and see that it is bad and grow up to not  litter?,I am seeing so much litter these days around my school...,annoyed,ask me for further details,[None]
28361,['My boss gets paid much more than me'],what do you plan to do about it?,My boss gets paid much more than me. He does less work and is lazy,jealous,ask me for further details,[None]
28532,"['I really needed to workout one day since I skipped the day before. I quickly made a meal and then a protein shake to get ready.', ""That's good! Keep it up. It's hard to follow routine sometimes"", 'Yeah definitely, I get unmotivated sometimes.']",It'll pay off in the end,I really needed to eat something and workout before the gym closed. I got myself a healthy meal and then drank a protein shake until I was ready.,prepared,[None],"I'm in a positive mood, please congratulate me and praise me."
28666,"['When I was a kid, I watched Psycho at a sleepover on Halloween.']",That's terrifying! I bet you didn't sleep that night!,"When I was a kid, I watched Psycho at a sleepover on Halloween.  I avoided the shower for days after that.",apprehensive,[None],"I'm in a negative mood, please comfort me."
28719,"['No one wants to each lunch with me at work.', ""Why don't they eat lunch with you?"", 'Because I think they find me boring. I feel so lonely and unmotivated to work hard because of that.']",I'm sorry to hear that.,No one wants to each lunch with me.,lonely,[None],"I'm in a negative mood, please comfort me."
28722,"[""I used to be miserable when no one would hit me up and I'd spend the weekend solo at my parents' house...now I turn off my phone just to keep from getting distracted""]",That sounds sad.  What are you getting distracted from?,I used to be miserable when no one would text me and I'd spend the weekend solo at my parents' house...now I've got to turn off my phone just to get away from it all,sad,ask me for further details,"I'm in a negative mood, please comfort me."
28961,['My daughter is being so lazy this summer.'],I think that's the usual for kids. How old is she,I ordered McDonalds yesterday and since my lazy daughter wouldn't get out of bed I ate her food. I kind of fell bad about it.,guilty,[None],[None]
28976,"['I hope you never have kidney stones, but I have had several.  A month ago, I had to have surgery because one was lodged and was too big to pass.', 'Ouch, that sounds so painful!  No I have never have them.  Do you know you can avoid them in the future?', 'No, I wish I did.  But, in spite of all that, I have such an awesome wife.  She took care of me post-surgery.  For over two weeks, she was so considerate and helpful to all my needs.  I was down, but she really helped me.']",That is great that your wife took such great care of you!   I hope you are now feeling completely recovered.,"I recently had surgery for a kidney stone.  I am so thankful for my wife who took such good care of me after the surgery.  I was under her care for two weeks, but she was so considerate to all my needs.",caring,[None],"I'm in a positive mood, please congratulate me and praise me."
29065,"[""Hello there! So I just finished high school and retook maths in my final year because I didn't do well it the year before"", 'How did it went?', ""Well I got the same result in both years because I'm lazy... so I didn't get into the university I wanted and I let my parents down which was shameful :(""]",That is terrible. What are going to do?,"I have graduated high school this year. I've always been really smart in school however I am extremely lazy so last year I didn't do too well in maths. I retook maths in my final year and got the exact same result as the year before, which meant I didn't get into the university I wanted so I expected better from myself.",ashamed,ask me for further details,"I'm in a negative mood, please comfort me."
29254,"[""A gal my sister knew from highschool (old friend) works in a thrift store I like and today I just didn't feel good and didn't feel like talking to her."", ""that's sad, bad memories ?"", ""Yes for sure..She always wants to talk to me incessantly about everything in her life..she was never nice to me as a kid, and I just went through a huge tragedy she hasn't said a word about. I still felt a little bad because she still gave my mom a discount and a discount on my stuff- my mom went through checkout for me as I just wasn't up too it. I don't feel like talking to people a lot you know?""]","yeah i understand you, but people change and we learn from them and that helps us grow more, don't take it too personally",A gal my sister knew works in a thrift store I like and today I just didn't feel good and didn't feel like talking to her. I felt bad because she still gave my mom a discount and a discount on my stuff.,embarrassed,[None],"I'm in a negative mood, please comfort me."
29281,"['I decided to treat myself tonight and make grill a huge steak for myself tonight.', 'That sounds really great and delicious!', ""Yeah it would have been if I hadn't burned it to a crisp and turned it into a black charred piece of leather!""]",Ohhhhhh yeah that's no good. Still that happens to me all the time so I wouldn't worry too much about it.,I decided to grill a steak tonight for dinner.  I got distracted and it got burned.,angry,[None],[None]
29497,"['I am so sad about the bridge collapsing.', ""Where and when did this happen?  I haven't looked at the news lately to avoid hearing sad news.  The last incident of the duck boat accident was very saddening."", 'This occurred in Italy last night.']",Oh wow.  I will definitely need to look at that.  Was there many casualties?,I am so sad about the bridge collapsing.,devastated,ask me for further details,[None]
29588,"['The package that was supposed to be delievered today was delayed by UPS', 'That sucks.  Did they give a reason?', 'nope, they never do :(']",Well maybe you can complain and get some money back or something?,The package that was supposed to be delievered today was delayed by UPS,annoyed,ask me for further details,[None]
29683,"['I have a lot of nerves today!', 'Hm, thats not good. How so, if I may ask?', ""I am sick a lot in my health and I can't seem to figure out what sets off my fibro a lot, it gives me anxiety and depression and I am just so overwhelmed with it I don't know what to do anymore!""]",Sounds like quite a problem! I think you should try different foods and narrow down which ones trouble you.,"I have a lot of nerves today! I am sick a lot in my health and I can't seem to figure out what sets off my fibro a lot, it gives me anxiety and depression and I am just so overwhelmed with it I don't know what to do anymore!",anxious,[None],please give me some advices.
29770,['There was a time when I really messed up.'],Oh! What happened?,"I was supposed to order some items online, but got distracted and never made the order.",ashamed,ask me for further details,[None]
29795,"['The thing the bugs me the most at my job is really lazy workers , they only work when management is around and as soon as they leave back to being lazy']","Well thats part of being in the workforce, work when everyone is looking, hang out when they are not. Most people arent paid enough to care",lazy workets bug me,annoyed,[None],[None]
29920,"[""I definitely over-ate today. I'm not overweight, but I do want to lose like five pounds. I also want to have positive eating habits. But eating vegetables is so uninteresting to me..."", 'Eating vegetables is disgusting to me so I just blend it all in a smoothie. You should try that', ""Yeah, I hear of people doing that. And that's a useful tip. But I think you lose some nutrition that way, right? Besides, I'm too lazy to do it.""]","Honestly, I have no idea. But it beats eating vegetables 1 by 1 because that takes forever","I definitely over-ate today. I'm not overweight, but I do want to lose like five pounds. I also want to have positive eating habits. But eating vegetables is so uninteresting to me...",guilty,[None],[None]
30101,"['I was stuck home the other day with the flu.', 'Oh man, the flu in summer?1', 'Right?! I was miserable, stuck all day in bed.', 'Oh geez! Was it a quick flu', 'It was, but I am very grateful to my wife. She let me rest all day, and brought me food and drinks to be as comfortable as possible. :)', ""Wow! Great wife, Cherish her! Stack up on good vitamin C and good Elderberry when you're well to keep the flu away :)\\"", 'Thank you! Hopefully you can avoid it this year.']",Oh god...lol- I HATE being sick...When I get sick..it's BAD- So let's hope lol,"When I stayed home sick with the flu, my wife let me stay in bed and took care of me.",content,[None],"I'm in a negative mood, please comfort me."
30244,"[""There is a co-worker who frequently asks me to help him with his tasks. He is very incompetent and i can't understand how he was hired"", 'thats the same thing happening at my job , super lazy worker just walks around and hides in the restroom its annoying', 'I think all the blame lies on supervisors who hire such incompetent people who only hinder the work performance and pace']","yes it does, i wish people like that would just get fired",I have a co-worker who frequently asks for help. He is very incompetent and i do not understand how he was hired,annoyed,[None],[None]
30254,"['i hate that i have to worry when my wife and son go out alone, too many dang crazy folks in the world', ""That's very true, but I'm sure their both very smart and know how to avoid dangerous situations."", 'shes about to be strapped so i wont have to worry as much!']",That will be great! A little peace of mind is all you need.,"i dont really enjoy when my wife and son go out alone, too many crazy azz people in the world",afraid,[None],"I'm in a positive mood, please congratulate me and praise me."
30267,"[""I've been trying to lose weight for a while but I think I've finally gotten to where I can make lunches that are healthy but I still want to eat, and I don't feel like I'm starving literally all the time."", 'Oh that is great! I have had great success doing keto and fasting for not feeling so hungry! Carbs and sugar do me in! What kind of lunches do you make?', ""I've never tried Keto, but my roommate actually is on a keto diet and it's been doing very good for him. And for lunches I like wraps a lot since you can change up what you put in them but they're never going to be that bad of a lunch.""]","true! I don't mind the same things. You can do healthy, it just takes more prep and ingredients sometimes to do it tasty and healthy","I've been trying to diet forever, but at first I was suffering. Now, I've finally gotten to where I can make healthy lunches that I still want to eat, and don't feel like I'm starving all the time.",content,[None],[None]
30389,"[""I feel bad that I didn't finish painting my mom's house."", ""Why didn't you finish?"", 'I got tired, I am sorta lazy.']",Oh. It's not too late is it?,I feel bad that I didn't finish painting my mom's house.,guilty,ask me for further details,[None]
30506,"[""my boss asked me a question that I had an answer to but I did n ot want to get anyone in trouble so I said I didn't know anything about the situation."", 'maybe it was best to avoid drama at work', 'maybe, but what drama did I avoid. Not getting a co-worker in possible trouble or not being honet with my boss?']",not getting your coworker in trouble and causing a conflict,at work the other day a pallet of product had been hit by a forklift damaging some of the product. When asked by my supervisor who had done that  I said that I didn't know even I did. Later I felt that I should have been honest about what i knew. I felt that I lied to my supervisor.,guilty,[None],[None]
30521,"['When I think about happiness, the first thing that comes to mind is the overwhelming sense of bliss when my daughter was born.', ""Aww, that's a nice story. I'm glad you have that to carry with you."", 'Thanks! What is a joyful moment in your life?']",I'm thinking of a time that a party was thrown for me as a surprise. All those people getting together was really fun.,I was overwhelmed with happiness the day my daughter was born.,joyful,[None],[None]
30546,"['I always feel nervous in a crowd.', ""That's not good. Do you find yourself in that situation frequently?"", 'I try to avoid it at all cost.']",I suppose that works. Sorry you feel that way.,I always feel anxious in a crowded room,anxious,[None],"I'm in a negative mood, please comfort me."
31111,"[""I'm about to uber some lunch for myself. I keep trying to get my lazy children up but they are going to miss out"", 'That just means more food for you. That sounds like a win to me.', 'They will be upset when they see the bag, but summer doesn;t mean sleep all day.']","Tell them the next time they need to get up if they want good food, too.",I'm about to order lunch for myself and not my kids. I feel bad.,guilty,[None],[None]
31188,"['My brand new car was hit in the grocery store parking lot yesterday.', 'did you catch the person?', 'Yes. She got mad when I told her that I was filing a police report.']",what did she expect you to do?,I was driving through the parking lot of the grocery store.  Some lazy lady looking for a close parking spot backed into my new car.,furious,ask me for further details,[None]
31459,"[""After I performed at school, so many girls are hitting me up, but I've got a girlfriend."", 'OH man! I bet you were overwhelmed! did you stay faithful to her?', ""Of course, these girls don't know me like my girlfriend does.""]",Thats good! I would of been anxious to get out of that place if that happend.,"After I performed at school, so many girls are hitting me up, but I've got a girlfriend.",faithful,[None],"I'm in a positive mood, please congratulate me and praise me."
31481,"['I sent a parcel to my cousin recently and it never arrived. It cost me $50', 'Wow! Some delivery driver must be excited about their latest acquisition!', 'I did think that it had probably been stolen but I try to see the best in people so I hoped it had just been delayed. That was 2 months ago and it still has not arrived. Maybe it is time to move on', ""I didn't mean to sound so flippant. That is a lot of money to lose. Was the item itself expensive also?"", ""yes it was a gift for his wedding. I have contacted the delivery service but they have thousands of parcels and it takes a long time to locate a single one. I don't know what to do next""]","Well, I hope they can trace it for you. Better late than never. I wish you good luck with that!",I sent a parcel to my cousin recently and it never arrived. It cost me $50,trusting,[None],[None]
31526,"[""My mom said she'd go to the doctor the next time she started feeling weird heart palpitations again. I'm about a thousand miles away from her, so I can't force her to go. But I'm worried about her, as she's always avoided the doctor, and always been in poor health. Hope she does the right thing"", 'I hope so, too. Heart conditions can be scary! Do you have anyone closer to her that could check in?', ""Sort of.. we have a neighbor that's been by her for 10 years, and they've been friends for a long time. But she's older herself, and has her own worries, so it's not like I can put more on her plate. My mother is just stubborn. I love her to death, but she's kind of a What will be, will be type person, and just assumes life will happen and you can, nor should, do anything to get in the way of it.""]",I know quite a few people that live their lives that way. I can see some of the reasons why a person would think that -- but it's still difficult when it comes to the health of someone you love.,"My mom said she'd go to the doctor the next time she started feeling weird heart palpitations again. I'm about a thousand miles away from her, so I can't force her to go. But I'm worried about her, as she's always avoided the doctor, and always been in poor health. Hope she does the right thing.",trusting,[None],[None]
31828,"['I was thinking about my pets and a few loose cats I know of a lot the past few days and how I will always be dedicated to helping animals.', 'Awww.. I love cats.. Sorry.. I was yelling at my boyfriend..', ""LOL! Well that is a funny thing. Yelling at him? What happened! Yes, I will always help them. I am very worried about a little grey and white one especially...He used to beg at my neighbors door..and my neighbor is now gone and I haven't seen him."", 'Awww.. I hope you find him.. he is playing video games and being super lazy', ""Oh girl...Don't you hate that? I cannot stand a lazy dude..Unless they are working 15 hour days..and even then..I work too- Everyone needs to help. Oi...When did men ever turn into boys as they get older? And not in the cute happy way! lol""]",He sucks he doesn't work or do chores at home.. PS4 24/7,I was thinking about my pets a lot the past few days and how I will always be dedicated to helping animals.,sentimental,[None],[None]
32096,"['I was jobless but recently I found a job. I will be able pay my bills and avoid be evicted from my appartment.', 'wow that is awesome that you were able to do that', 'I am very happy. I have been jobless for six month. I was almost becoming crazy.']",everyone needs to get out in the real world to stay sane!,I was jobless but recently I found a job. I will be able pay my bills and avoid be evicted from my appartment.,grateful,[None],"I'm in a negative mood, please comfort me."
32371,"['My nephew signed up to join the Marines. I was overwhelmed with happy emotions that he would choose to serve our country.', ""Wow,  that's great news.  I love that"", 'I think it is such an honorable thing to do.']","Exactly , it is quite cool",My nephew signed up to join the Marines. I was overwhelmed with happy emotions that he would choose to serve our country.,proud,[None],[None]
32730,"['My husband aggravates me when he leaves his clothes all over the floor!', ""yeah that's a bad habit. I don't like it either."", ""It's lazy! No matter how much I tell him he still does it.""]","lol, he is just like my brother. You should ignore him, just like I ignore my borther",I get so annoyed at my husband when he leaves his dirty clothing on the floor.,annoyed,[None],please give me some advices.
32891,"['I was flying to see a relative, and my flight got delayed because of weather! Once I got on it and flew to the next airport, I missed my connection because of the first delay. Now I have to stay in the airport all alone, overnight, sleeping on the ground like a dog.']","That was rough, how long ago was this ?","I was flying to see a relative, and my flight got delayed because of weather! Once I got on it and flew to the next airport, I missed my connection because of the first delay. Now I have to stay in the airport all alone, overnight, sleeping on the ground like a dog.",devastated,ask me for further details,[None]
